"kern_village_burlington","KERN VILLAGE   Lic.# 157200475"
"tuckers","TUCKER’S BRAKE & ALIGNMENT SERVICE"
"ccvmg_pg_h","COMPREHENSIVE CARDIOVASCULAR"
"pat_turnham_realty","PAT TURNHAM REALTY   DRE.# 01911769"
"rj_smith_construction","RJ SMITH CONSTRUCTION   Lic.# 333664"
"barnes_solar","BARNES’ BARGAINS"
"income_property_management","INCOME PROPERTY MANAGEMENT"
"southern_sierra_properties","SOUTHERN SIERRA PROPERTIES"
"diana_wade","DIANA WADE"
"archies_hardware","ARCHIE’S HARDWARE"
"jost_painting","JOST?PAINTING   Lic.# 801648"
"systems_plus_construction","SYSTEMS PLUS CONSTRUCTION   Lic.# 296922"
"western_auto","Western Auto Parts"
"feed_barn","FEED BARN, THE"
"golden_empire","GOLDEN EMPIRE TOWING"
"clip_chip","CLIP CHIP HAIR DESIGN"
"robert_cone_plumbing","ROBERT?CONE PLUMBING   Lic.# 849062"
"thomas_refuse_septic_pumping","THOMAS REFUSE SERVICE INC"
"james_duke_bookkeeping","JAMES DUKE, BOOKEEPER"
"hyatt_consulting_group","Hyatt Consulting Group"
"lamberts_plumbing","LAMBERT’S PLUMBING SERVICE   Lic.# 508909"
"salem_dog_grooming","Salem Dog Grooming"
"barnes_appliance_sales","BARNES’ BARGAINS"
"borsari","BORSARI, THOMAS J - Attorney"
"downtown_storage","DOWNTOWN STORAGE & RV"
"century","CENTURY 21 LAKE ISABELLA REALTY, INC."
"oxley_pest_control_v","OXLEY PEST CONTROL, INC   Lic.# PR3853"
"sierra_mountain","Sierra Mountain Towing"
"clm_giant_sequoia_mercantile","GIANT SEQUOIA MERCANTILE - CLM"
"town_country_roofing","TOWN & COUNTRY ROOFING   Lic.# 899952"
"parks_insurance_farmers","PARKS, MARY ANN & GENE"
"sharon_rooney_farmers","Farmers Insurance"
"isabella_market_half_pg","ISABELLA SUPERMARKET"
"szepfalvi_son_painting","MIKE SZEPFALVI AND SON PAINTING"
"reds_marina","Red’s Kern Valley Marina"
"tims_auto_glass","TIM’S AUTO GLASS MOBILE SERVICE"
"south_fork_transmission","SOUTH FORK TRANSMISSION"
"kernville_mini_storage","KERNVILLE MINI STORAGE"
"lake_isabella_precision_tax","LAKE ISABELLA PRECISION TAX"
"thomas_refuse_garbage_collection","THOMAS REFUSE SERVICE INC"
"kvhd_hospital","KERN VALLEY HOSPITAL"
"kern_valley_asphalt","Kern Valley Asphalt Service"
"bethany_company","Bethany & Company"
"kellee_scott_farmers","KELLEE SCOTT - FARMERS INSURANCE"
"kern_river_feed_hay","KERN RIVER FEED & HAY"
"pacificaire","PACIFIC-AIRE - A/C & Heating   Lic.# 422818"
"kvhd_assisted_living","KERN VALLEY HOSPITAL"
"isabella_market","ISABELLA SUPERMARKET"
"kern_automotive","KERN RIVER AUTOMOTIVE"
"barnes_furniture","BARNES’ BARGAINS"
"thomas_refuse_toilets_portable","THOMAS REFUSE SERVICE INC"
"sonrise","SON-RISE ESPRESSO"
"kern_valley_plumbing","KERN VALLEY PLUMBING   Lic.# 300448"
"delta_liquid_energy","DELTA LIQUID ENERGY"
"dr_elisa_nevius","NEVIUS, ELISA J, DR   Lic.# PSY19096"
"kern_river_radio","Kern River Radio"
"kvhd_full_pg","KERN VALLEY HOSPITAL"
"isabella_flooring_half_pg","ISABELLA FLOORING   Lic.# 793968"
"kern_river_automotive","KERN RIVER AUTOMOTIVE"
"tlc_heating_cooling","TLC, THE LIGHTHART CORPORATION"
"chef_sarape","CHEF SARAPE RESTAURANT"
"optimal_hospice","OPTIMAL HOSPICE CARE"
"furniture_store","FURNITURE STORE, THE"
"cerro_coso","CERRO COSO COMMUNITY COLLEGE"
"tlc_plumbing","TLC, THE LIGHTHART CORPORATION"
"kern_valley_sun","Kern Valley Sun"
"ponderosa","Ponderosa Lodge"
"wimmers_floor_covering","WIMMER’S FLOOR COVERING"
"half_price_plumbing","Half Price Plumbing  Lic.# 958534"
"six_shooters_bbq","Six Shooters Barbeque"
"coachs_driving_school","COACH’S DRIVING SCHOOL  Lic.# E3058"
"nuui_cunni","NUUI CUNNI - Native American Cultural Center"
"high_sierra_crane","HIGH SIERRA CRANE"
"sienna_wellness_h","SIENNA WELLNESS INSTITUTE"
"kyt_family_services","KYT AND FAMILY SERVICES   Lic.# 610710"
"hr_block","H&R BLOCK"
"clinica_sierra_vista_full_pg","CLINICA SIERRA VISTA"
"jennys_window_fashions","JENNY’S WINDOW FASHIONS   Lic.# 919196"
"freemans_lakeside_realty","FREEMAN’S LAKESIDE REALTY"
"amerigas","AMERIGAS"
"able_property_management","ABLE PROPERTY?MANAGEMENT  Lic.#00982861"
"rays_painting_decorating","RAY’S PAINTING & DECORATING.........."
"appliance_center","APPLIANCE CENTER, THE"
"darlenes_pet_salon","DARLENE’S PET SALON, ETC."
"gro_tech_landscaping","GRO-TECH LANDSCAPING  Lic.# 775052"
"isabella_motors","Isabella Motors"
"tlc_full_pg","TLC, THE LIGHTHART CORPORATION"
"valley_fitness_pg_h","VALLEY FITNESS"
"jerry_sietsma_roofing","JERRY SIETSMA ROOFING   Lic.# 756453"
"stewarts_tire","STEWART’S TIRES"
"betty_bs_justin_tyme","BETTY B’S JUSTIN TYME"
"kern_valley_home_improvement","KERN VALLEY HOME IMPROVEMENTS"
"harry_thal_insurance_v","HARRY P. THAL INSURANCE   Lic.# 0621106"
"all_valley_sat_half_pg","ALL VALLEY SATELLITES"
"smog_shop","SMOG SHOP, THE"
"sierra_gateway_full_pg","SIERRA GATEWAY MARKET"
"drugstore","DRUGSTORE, THE"
"bd_towing_h","B&D TOWING"
"bryans_pumping","BRYAN’S PUMPING"
"pacific_ortho_v","PACIFIC ORTHOPEDIC MEDICAL GROUP"
