"H&R BLOCK","accounting services"
"JAMES DUKE, BOOKEEPER","accounting services"
"PACIFIC-AIRE - A/C & Heating   Lic.# 422818","Air Conditioning systems"
"TLC, THE LIGHTHART CORPORATION","Air Conditioning systems"
"All About Travel   1037 Burlando Rd, Krnvl","Airlines"
"Kern Valley Airport   10649 Sierra Wy, Krnvl","AIRPORT"
"KERN RIVER AUTOMOTIVE","ALIGNMENT & BRAKE REPAIR"
"TUCKER’S BRAKE & ALIGNMENT SERVICE","ALIGNMENT & BRAKE REPAIR"
"My Sewing Room   12232 Mt Mesa Rd, Mt Mesa","ALTERATIONS"
"Lake Isabella Animal Shelter   14891 Hwy 178, Wldn","ANIMAL SHELTERS & SERVICES"
"APPLIANCE CENTER, THE","APPLIANCE PARTS, SERVICE, & REPAIR"
"APPLIANCE CENTER, THE","APPLIANCE - SALE"
"BARNES’ BARGAINS APPLIANCES","APPLIANCE - SALE"
"KERN VALLEY HOSPITAL","Assisted Living"
"KERN VILLAGE   Lic.# 157200475","Assisted Living"
"J Thomas Borsari, Attorney At Law","ATTORNEYS"
"DIANA WADE","ATTORNEYS"
"REICHENBACH’S AUTO BODY & PAINT","AUTOMOTIVE - BODY & PAINT"
"REICHENBACH’S AUTO BODY & PAINT","AUTOMOTIVE - COLLISION"
"Isabella Motors","AUTOMOTIVE - Dealership NEW/USED"
"TIM’S AUTO GLASS MOBILE SERVICE","AUTOMOTIVE - GLASS"
"Carquest/ Western Auto Parts","AUTOMOTIVE PARTS & SUPPLIES"
"KERN RIVER AUTOMOTIVE","AUTOMOTIVE REPAIR & SERVICE"
"SOUTH FORK TRANSMISSION","AUTOMOTIVE REPAIR & SERVICE"
"TRANSCEND AUTOMOTIVE","AUTOMOTIVE REPAIR & SERVICE"
"Sierra Mountain Towing","REICHENBACH’S AUTO BODY & PAINT"
"STEWART’S TIRES","REICHENBACH’S AUTO BODY & PAINT"
"Lodge at Painted Rock","BANQUET FACILITIES"
"Bethany & Company","BEAUTY SALONS"
"CLIP CHIP HAIR DESIGN","BEAUTY SALONS"
"OXLEY PEST CONTROL, INC   Lic.# PR3853","BEE REMOVAL"
"JENNY’S WINDOW FASHIONS   Lic.# 919196","BLINDS"
"JAMES DUKE, BOOKEEPER","BOOKKEEPING"
"J. Sliders","BOOKKEEPING"
"H&R BLOCK","BOOKKEEPING"
"LAKE ISABELLA PRECISION TAX","BOOKKEEPING"
"WALTER MORTENSEN INSURANCE/INSURICA","BONDS"
"GIANT SEQUOIA MERCANTILE - CLM","BOOKS & GIFTS"
"TUCKER’S BRAKE & ALIGNMENT SERVICE","BRAKE SERVICE & REPAIR"
"KERN RIVER AUTOMOTIVE","BRAKE SERVICE & REPAIR"
"SMOG SHOP, THE","BRAKE SERVICE & REPAIR"
"SOUTH FORK TRANSMISSION","BRAKE SERVICE & REPAIR"
"Kern River Radio","Broadcasting"
"L&M LUMBER INC","BUILDING SUPPLIES"
"Kern Regional Transit","BUS LINES"
"RAY’S PAINTING & DECORATING..........","Cabinet Refinishing"
"GIANT SEQUOIA MERCANTILE - CLM","CAMPING SUPPLIES & EQUIP"
"KEN LACKEY’S CARPET CLEANING","CARPET CLEANING & Repair"
"Robert’s Carpet Repair Cleaning","CARPET CLEANING & Repair"
"KYT AND FAMILY SERVICES   Lic.# 610710","CARPET CLEANING & Repair"
"ISABELLA FLOORING   Lic.# 793968","CARPETS & RUGS - Installation & Sales"
"WIMMER’S FLOOR COVERING","CARPETS & RUGS - Installation & Sales"
"KEN LACKEY’S CARPET CLEANING","CARPET REPAIR"
"ISABELLA FLOORING   Lic.# 793968","CARPET REPAIR"
"CHEF SARAPE RESTAURANT","CATERING"
"Six Shooters Barbeque","CATERING"
"ALL VALLEY SATELLITES","CELL phone sales & service"
"Kern River Valley Cemetery District   Wfrd Hts","CEMETERIES & MEMORIAL PARKS"
"Kern River Valley Chamber of Commerce   Lk Isbl","CEMETERIES & MEMORIAL PARKS"
"Kern River Valley Chamber of Commerce   Lk Isbl","CEMETERIES & MEMORIAL PARKS"
"Assembly of God - Kern Valley   25 Arden Av, Wfrd Hts","CHURCHES (Alphabetical)"
"Calvary Chapel Kern River Valley   125 Sycamore Dr, Wfrd Hts","CHURCHES (Alphabetical)"
"Christian Assembly   12424 Mt Mesa Rd, Mt Mesa","CHURCHES (Alphabetical)"
"Christian Science Society   125 Sycamore Dr, Wfrd Hts","CHURCHES (Alphabetical)"
"Church of Christ Mt Mesa   6400 Dogwood Av, Mt Mesa","CHURCHES (Alphabetical)"
"Church of Jesus Christ of Latter Day Saints","CHURCHES (Alphabetical)"
"First Baptist Church Of Lake Isabella   3701 Suhre St, Lk Isbl","Church of the Nazarene"
"First Missionary Baptist Church   2741 Mt View Rd, Lk Isbl","Church of the Nazarene"
"First Southern Baptist Church   46 Valley View Dr, Krnvl","Church of the Nazarene"
"Foursquare Gospel Church","Church of the Nazarene"
"Grace Chapel Community Church","Church of the Nazarene"
"Jericho Junction Ministries   Kernville Rd, Krnvl","Jehovah’s Witnesses"
"Kern River Valley Christian Church   14900 Hwy 178, Lk Isbl","Jehovah’s Witnesses"
"Kern Valley Bible Church   3920 Golden Spur St, Lk Isbl","Jehovah’s Witnesses"
"Kernville United Methodist Church   251 Big Blue Rd, Krnvl","Jehovah’s Witnesses"
"Mt View Southern Baptist Church","Lifesavers Ministries   6105 Lake Isabella Blvd, Lk Isbl"
"Salvation Army   Lk Isbl","Lifesavers Ministries   6105 Lake Isabella Blvd, Lk Isbl"
"Seventh Day Adventist   3801 Golden Spur, Lk Isbl","Lifesavers Ministries   6105 Lake Isabella Blvd, Lk Isbl"
"Shepherd of the Hills Lutheran Church (LCMS)","Lifesavers Ministries   6105 Lake Isabella Blvd, Lk Isbl"
"St. Peters Episcopal Church 11900 Sierra Wy, Krnvl","St. Judes Catholic Church"
"Weldon United Methodist Church   20021 Hwy 178, Wldn","Weldon Southern Baptist Church   20647 Highway 178, Wldn"
"SIENNA WELLNESS INSTITUTE","CLINICS"
"CLINICA SIERRA VISTA","CLINICS"
"KERN VALLEY HOSPITAL","CLINICS"
"SON-RISE ESPRESSO","COFFEE HOUSE"
"CERRO COSO COMMUNITY COLLEGE","Colleges"
"Hyatt Consulting Group","Consulting"
"THOMAS REFUSE SERVICE INC","CONSTRUCTION SERVICES"
"JOST?PAINTING   Lic.# 801648","CONTRACTORS drywall & plastering"
"TLC, THE LIGHTHART CORPORATION","CONTRACTORS ELECTRICAL"
"L&M LUMBER INC","Contractors equipment & supplies"
"THOMAS REFUSE SERVICE INC","Contractors equipment & supplies"
"RJ SMITH CONSTRUCTION   Lic.# 333664","CONTRACTORS - GENERAL BUILDING"
"SYSTEMS PLUS CONSTRUCTION   Lic.# 296922","CONTRACTORS - GENERAL BUILDING"
"Kern Valley Glass & Screen   Lic.# 723815   Lk Isbl","CONTRACTORS GLASS"
"PACIFIC-AIRE - A/C & Heating   Lic.# 422818","Contractors HEATING & AIR CONDITIONING"
"TLC, THE LIGHTHART CORPORATION","Contractors HEATING & AIR CONDITIONING"
"Half Price Plumbing  Lic.# 958534","Contractors HEATING & AIR CONDITIONING"
"MOUNTAIN MASONRY  Lic.# 862216","CONTRACTORS MASONRY"
"JOST?PAINTING   Lic.# 801648","CONTRACTORS PAINTING"
"KYT AND FAMILY SERVICES   Lic.# 610710","CONTRACTORS PAINTING"
"MIKE SZEPFALVI AND SON PAINTING","CONTRACTORS PAINTING"
"Kern Valley Asphalt Service","CONTRACTORS PAVING"
"ONSTOTT CONSTRUCTION   Lic.#638567","CONTRACTORS PAVING"
"Half Price Plumbing  Lic.# 958534","CONTRACTORS PLUMBING"
"GENERAL PLUMBING  Lic.# 896692","CONTRACTORS PLUMBING"
"KERN VALLEY PLUMBING   Lic.# 300448","CONTRACTORS PLUMBING"
"LAMBERT’S PLUMBING SERVICE   Lic.# 508909","CONTRACTORS PLUMBING"
"ROBERT?CONE PLUMBING   Lic.# 849062","CONTRACTORS PLUMBING"
"TLC, THE LIGHTHART CORPORATION","CONTRACTORS PLUMBING"
"TOWN & COUNTRY ROOFING   Lic.# 899952","CONTRACTORS ROOFING"
"JERRY SIETSMA ROOFING   Lic.# 756453","CONTRACTORS ROOFING"
"ARCHIE’S HARDWARE","copy & fax service"
"HIGH SIERRA CRANE","CRANE SERVICE"
"AHOY TRAVEL CO","Cruises"
"All About Travel   1037 Burlando Rd, Krnvl","Cruises"
"Pregnancy Resource Center   5120 Lk Isbl Blvd, Lk Isbl","CRISIS INTERVENTION SERVICES"
"Women’s Center High Desert   6401 Lake Isabella Blvd, Lk Isbl","Sierra Sun Intervention"
"OXLEY PEST CONTROL, INC   Lic.# PR3853","DEAD ANIMAL REMOVAL"
"James Sierra Gateway Sporting Goods & Fuel","DELICATESSAN"
"ISABELLA SUPERMARKET","DELICATESSAN"
"TRANSCEND AUTOMOTIVE","DIESEL REPAIR"
"Red’s Kern Valley Marina","dining"
"Six Shooters Barbeque","dining"
"DIANA WADE","DISABILITY ADVOCACY"
"BARNES’ BARGAINS GROCERIES","Discount groceries"
"Salem Dog Grooming","Dog Grooming"
"DARLENE’S PET SALON, ETC.","Dog Grooming"
"FEED BARN, THE","Dog Grooming"
"COACH’S DRIVING SCHOOL  Lic.# E3058","DRIVING SCHOOL"
"DRUGSTORE, THE","DRUG STORES"
"National Audubon-Kern River Preserve   18747 Hwy 178, Wldn","ENVIRONMENTAL CONSERVATION"
"Sequoia Forest Keeper   Krnvl","ENVIRONMENTAL CONSERVATION"
"L&M LUMBER INC","EQUIPMENT RENTAL"
"THOMAS REFUSE SERVICE INC","EQUIPMENT RENTAL"
"KERN RIVER FEED & HAY","FEED STORES"
"VALLEY FITNESS","Fitness Centers"
"ISABELLA FLOORING   Lic.# 793968","FLOOR COVERING"
"WIMMER’S FLOOR COVERING","FLOOR COVERING"
"PETAL PUSHER+","FLORIST"
"BARNES’ BARGAINS FURNITURE","FURNITURE"
"FURNITURE STORE, THE","FURNITURE"
"THOMAS REFUSE SERVICE INC","GARBAGE COLLECTION"
"AMERIGAS","GAS - PROPANE"
"DELTA LIQUID ENERGY","GAS - PROPANE"
"GIANT SEQUOIA MERCANTILE - CLM","GIFT & SPECIALTY SHOPS"
"DRUGSTORE, THE","GIFT & SPECIALTY SHOPS"
"NUUI CUNNI - Native American Cultural Center","GIFT & SPECIALTY SHOPS"
"Ponderosa Lodge","General Store"
"Kern Valley Glass & Screen   Lic.# 723815   Lk Isbl","GLASS & SCREENS"
"TIM’S AUTO GLASS MOBILE SERVICE","GLASS & SCREENS"
"THOMAS REFUSE SERVICE INC","grease trap pumping"
"BARNES’ BARGAINS GROCERIES","GROCERY STORES"
"ISABELLA SUPERMARKET","GROCERY STORES"
"James Sierra Gateway Sporting Goods & Fuel","GROCERY STORES"
"ARCHIE’S HARDWARE","HARDWARE"
"L&M LUMBER INC","HARDWARE"
"KERN RIVER FEED & HAY","HAY"
"CLINICA SIERRA VISTA","HEALTH CARE"
"VALLEY FITNESS","HEALTH CARE"
"COMPREHENSIVE CARDIOVASCULAR","HEALTH CARE"
"OPTIMAL HOSPICE CARE","HEALTH CARE"
"PACIFIC ORTHOPEDIC MEDICAL GROUP","HEALTH CARE"
"SIENNA WELLNESS INSTITUTE","HEALTH CARE"
"VALLEY FITNESS","HEALTH CLUBS/Gyms"
"HARRY P. THAL INSURANCE   Lic.# 0621106","HEALTH INSURANCE"
"Farmers Insurance","HEALTH INSURANCE"
"KELLEE SCOTT - FARMERS INSURANCE","HEALTH INSURANCE"
"Farmers Insurance","HEALTH INSURANCE"
"Half Price Plumbing  Lic.# 958534","heating & air conditioning systems"
"PACIFIC-AIRE - A/C & Heating   Lic.# 422818","heating & air conditioning systems"
"TLC, THE LIGHTHART CORPORATION","heating & air conditioning systems"
"BARNES’ BARGAINS APPLIANCES","HEATING EQUIPMENT"
"GENERAL PLUMBING  Lic.# 896692","HOME IMPROVEMENT"
"JERRY SIETSMA ROOFING   Lic.# 756453","HOME IMPROVEMENT"
"JOST?PAINTING   Lic.# 801648","HOME IMPROVEMENT"
"Kern Valley Asphalt Service","HOME IMPROVEMENT"
"KERN VALLEY HOME IMPROVEMENTS","HOME IMPROVEMENT"
"LAMBERT’S PLUMBING SERVICE   Lic.# 508909","HOME IMPROVEMENT"
"MIKE SZEPFALVI AND SON PAINTING","HOME IMPROVEMENT"
"MOUNTAIN MASONRY  Lic.# 862216","HOME IMPROVEMENT"
"ONSTOTT CONSTRUCTION   Lic.#638567","HOME IMPROVEMENT"
"RAY’S PAINTING & DECORATING..........","HOME IMPROVEMENT"
"RJ SMITH CONSTRUCTION   Lic.# 333664","HOME IMPROVEMENT"
"SYSTEMS PLUS CONSTRUCTION   Lic.# 296922","HOME IMPROVEMENT"
"Farmers Insurance","HOME INSURANCE"
"KELLEE SCOTT - FARMERS INSURANCE","HOME INSURANCE"
"WALTER MORTENSEN INSURANCE/INSURICA","HOME INSURANCE"
"CENTURY 21 LAKE ISABELLA REALTY, INC.","HOME SALES"
"FREEMAN’S LAKESIDE REALTY","HOME SALES"
"PAT TURNHAM REALTY   DRE.# 01911769","HOME SALES"
"SOUTHERN SIERRA PROPERTIES","HOME SALES"
"OPTIMAL HOSPICE CARE","HOSPICE"
"KERN VALLEY HOSPITAL","HOSPITALS"
"KERN VALLEY HOSPITAL","HOSPITALS"
"Rural Health Clinic","HOSPITALS"
"H&R BLOCK","INCOME TAX PREPARATION"
"LAKE ISABELLA PRECISION TAX","INCOME TAX PREPARATION"
"C&R PEST CONTROL, INC   Lic.# FR23723","insect treatment"
"Farmers Insurance","INSURANCE"
"KELLEE SCOTT - FARMERS INSURANCE","INSURANCE"
"Farmers Insurance","INSURANCE"
"WALTER MORTENSEN INSURANCE/INSURICA","INSURANCE"
"HARRY P. THAL INSURANCE   Lic.# 0621106","INSURANCE"
"REICHENBACH’S AUTO BODY & PAINT","INSURANCE"
"JENNY’S WINDOW FASHIONS   Lic.# 919196","INTERIOR DESIGN"
"ALL VALLEY SATELLITES","INTERNET SERVICE PROVIDER"
"GRO-TECH LANDSCAPING  Lic.# 775052","LANDSCAPING"
"James Sierra Gateway Sporting Goods & Fuel","laundromat"
"PAT TURNHAM REALTY   DRE.# 01911769","LOTS & ACREAGE"
"RJ SMITH CONSTRUCTION   Lic.# 333664","LOTS & ACREAGE"
"SOUTHERN SIERRA PROPERTIES","LOTS & ACREAGE"
"Ponderosa Lodge","Lodging"
"SOUTH FORK TRANSMISSION","LUBE & OIL CHANGE"
"L&M LUMBER INC","LUMBER"
"Bethany & Company","MASSAGE THERAPISTS"
"FAITH MORRISON, CMT","MASSAGE THERAPISTS"
"Red’s Kern Valley Marina","Marinas"
"BARNES’ BARGAINS FURNITURE","MATTRESSES"
"FURNITURE STORE, THE","MATTRESSES"
"ISABELLA SUPERMARKET","MEAT MARKET"
"Kern River Radio","MEDIA"
"Kern Valley Sun","MEDIA"
"HARRY P. THAL INSURANCE   Lic.# 0621106","medicare"
"NEVIUS, ELISA J, DR   Lic.# PSY19096","MENTAL HEALTH SERVICES"
"College Community Services   2731 Nugget Av, Lk Isbl","MENTAL HEALTH SERVICES"
"KERNVILLE MINI STORAGE","MINI STORAGE"
"BETTY B’S JUSTIN TYME","MOTELS"
"NUUI CUNNI - Native American Cultural Center","MUSEUMS"
"Bethany & Company","NAILS - ACRYLIC & GELS"
"Kern Valley Sun","NEWSPAPERS"
"Brezzy’s Mobile Notary","NOTARY"
"ROONEY, SHARON - FARMERS INSURANCE","NOTARY"
"J. Sliders","NOTARY"
"L&M LUMBER INC","NURSERIES"
"Alcoholics Anonymous   Bdfsh","ORGANIZATIONS"
"Elks Lodge No 2358   6708 Wofford Bl, Wfrd Hts","ORGANIZATIONS"
"Fraternal Order Of Eagles   12233 Hwy 178, Mt Mesa","ORGANIZATIONS"
"Kern River Valley Rotary","Kern River Veterans Seniors Center"
"Kern Valley Exchange Club	 ext 15","Kern River Veterans Seniors Center"
"Masonic Lodge No 827   Krnvl","Kern River Veterans Seniors Center"
"Moose Lodge No 498   6732 Lake Isabella Blvd, Lk Isbl","Kern River Veterans Seniors Center"
"OVCDC/Tribal Tanif   2600 Hwy 155, Lk Isbl","Kern River Veterans Seniors Center"
"Pregnancy Resource Center   5120 Lk Isbl Blvd, Lk Isbl","Kern River Veterans Seniors Center"
"Sierra Sun Intervention","Kern River Veterans Seniors Center"
"South Fork Woman’s Club   Wldn","Kern River Veterans Seniors Center"
"Tubatulabals of Kern Valley Tribal Office","Kern River Veterans Seniors Center"
"VFW Post No 7665   2811 Nuggett Av, Lk Isbl","Kern River Veterans Seniors Center"
"PORCARO, JOSEPH DDS","ORTHODONTISTS"
"PACIFIC ORTHOPEDIC MEDICAL GROUP","ORTHOPEDICS"
"BARNES’ BARGAINS APPLIANCES","Pellet Stoves Sales & Services"
"VALLEY FITNESS","PERSONAL TRAINER"
"C&R PEST CONTROL, INC   Lic.# FR23723","PEST CONTROL"
"OXLEY PEST CONTROL, INC   Lic.# PR3853","PEST CONTROL"
"South Fork Mosquito Abatement District   Krnvl","PEST CONTROL"
"DARLENE’S PET SALON, ETC.","PET GROOMING & FEED"
"FEED BARN, THE","PET GROOMING & FEED"
"Salem Dog Grooming","PET GROOMING & FEED"
"DARLENE’S PET SALON, ETC.","PET SUPPLIES"
"FEED BARN, THE","PET SUPPLIES"
"KERN RIVER FEED & HAY","PET SUPPLIES"
"DRUGSTORE, THE","PHARMACIES"
"KERN VALLEY HOSPITAL","PHARMACIES"
"CLINICA SIERRA VISTA","PHYSICIANS"
"PACIFIC ORTHOPEDIC MEDICAL GROUP","Gross, Robert D O   6425 Lynch Canyon Dr, Mt Mesa"
"SIENNA WELLNESS INSTITUTE","Gross, Robert D O   6425 Lynch Canyon Dr, Mt Mesa"
"Comprehensive Cardiovascular - Medical Group","PHYSICIANS - CARDIOLOGY"
"PACIFIC ORTHOPEDIC MEDICAL GROUP","PHYSICIANS - SPORTS MEDICINE"
"PACIFIC ORTHOPEDIC MEDICAL GROUP","PHYSICIANS - SURGEONS"
"ROBERT?CONE PLUMBING   Lic.# 849062","PLUMBING FIXTURES"
"AMERIGAS","PROPANE"
"DELTA LIQUID ENERGY","PROPANE"
"ABLE PROPERTY?MANAGEMENT  Lic.#00982861","PROPERTY MANAGEMENT"
"Foster, Phillip   Mt Mesa","PROPERTY MANAGEMENT"
"Kern River Radio","RADIO STATIONS"
"TOWN & COUNTRY ROOFING   Lic.# 899952","RAIN GUTTERS"
"CENTURY 21 LAKE ISABELLA REALTY, INC.","Real Estate"
"FREEMAN’S LAKESIDE REALTY","Real Estate"
"PAT TURNHAM REALTY   DRE.# 01911769","Real Estate"
"SOUTHERN SIERRA PROPERTIES","Real Estate"
"ABLE PROPERTY?MANAGEMENT  Lic.#00982861","REAL ESTATE MANAGEMENT"
"INCOME PROPERTY MANAGEMENT","REAL ESTATE MANAGEMENT"
"THOMAS REFUSE SERVICE INC","RECYCLING"
"RJ SMITH CONSTRUCTION   Lic.# 333664","REMODELING"
"SYSTEMS PLUS CONSTRUCTION   Lic.# 296922","REMODELING"
"Ponderosa Lodge","RESTAURANTS"
"CHEF SARAPE RESTAURANT","RESTAURANTS"
"Ewings, Restaurant On The Kern","RESTAURANTS"
"Red’s Kern Valley Marina","RESTAURANTS"
"Six Shooters Barbeque","RESTAURANTS"
"SON-RISE ESPRESSO","RESTAURANTS"
"KERN VILLAGE   Lic.# 157200475","RETIREMENT HOMES"
"BURLINGTON, THE   Lic.# 155801223","RETIREMENT HOMES"
"B&D TOWING","ROADSIDE SERVICE"
"GOLDEN EMPIRE TOWING","ROADSIDE SERVICE"
"Sierra Mountain Towing","ROADSIDE SERVICE"
"GENERAL PLUMBING  Lic.# 896692","ROOTER SERVICE"
"Half Price Plumbing  Lic.# 958534","ROOTER SERVICE"
"KERN VALLEY PLUMBING   Lic.# 300448","ROOTER SERVICE"
"LAMBERT’S PLUMBING SERVICE   Lic.# 508909","ROOTER SERVICE"
"ROBERT?CONE PLUMBING   Lic.# 849062","ROOTER SERVICE"
"THOMAS REFUSE SERVICE INC","RUBBISH CONTAINERS & hauling"
"KERNVILLE MINI STORAGE","RV STORAGE"
"GOLDEN EMPIRE TOWING","RV TOWING"
"THOMAS REFUSE SERVICE INC","SANITATION SERVICE"
"ALL VALLEY SATELLITES","SATELLITE SALES & SERVICES"
"CERRO COSO COMMUNITY COLLEGE","SCHOOLS"
"COACH’S DRIVING SCHOOL  Lic.# E3058","SCHOOLS"
"Community School Of Lake Isabella","SCHOOLS"
"Erwin Owen High School   14401 Sierra Wy, Krnvl","SCHOOLS"
"Kern High School DistricT","SCHOOLS"
"Kernville Union School District Office   Lk Isbl","SCHOOLS"
"South Fork Union School District","SCHOOLS"
"Summit Continuation High School   2811 Pasadena Ln, Lk Isbl","SCHOOLS"
"Valley Oaks Charter School   3630 Golden Spur St, Lk Isbl","SCHOOLS"
"BRYAN’S PUMPING","SEPTIC PUMPING"
"THOMAS REFUSE SERVICE INC","SEPTIC PUMPING"
"BARNES’ BARGAINS APPLIANCES","SMALL APPLIANCES"
"SMOG SHOP, THE","SMOG"
"DIANA WADE","SOCIAL SECURITY"
"BARNES’ BARGAINS SOLAR","SOLAR POWER DEALER"
"ISABELLA SUPERMARKET","SPORTING GOODS"
"James Sierra Gateway Sporting Goods & Fuel","SPORTING GOODS"
"GRO-TECH LANDSCAPING  Lic.# 775052","SPRINKLERS / IRRIGATION systems"
"Lake Mini Storage   5101 Lake Isabella Blvd, Lk Isbl","STORAGE"
"KERNVILLE MINI STORAGE","STORAGE"
"THOMAS REFUSE SERVICE INC","STORAGE"
"THOMAS REFUSE SERVICE INC","STORAGE BOXES"
"BARNES’ BARGAINS APPLIANCES","STOVES - WOOD, PELLET, & GAS"
"NEVIUS, ELISA J, DR   Lic.# PSY19096","SUBSTANCE ABUSE"
"H&R BLOCK","TAX PREPARERS & SERVICE"
"J. Sliders","TAX PREPARERS & SERVICE"
"LAKE ISABELLA PRECISION TAX","TAX PREPARERS & SERVICE"
"BARNES’ BARGAINS APPLIANCES","TELEVISIONS"
"C&R PEST CONTROL, INC   Lic.# FR23723","TERMITES"
"OXLEY PEST CONTROL, INC   Lic.# PR3853","TERMITES"
"NEVIUS, ELISA J, DR   Lic.# PSY19096","THERAPIST"
"ISABELLA FLOORING   Lic.# 793968","TILE, HARDWOOD & VINYL FLOORING"
"STEWART’S TIRES","TIRES & aLIGNMENT"
"KERN RIVER AUTOMOTIVE","TIRES & aLIGNMENT"
"Sierra Mountain Towing","TIRES & aLIGNMENT"
"THOMAS REFUSE SERVICE INC","TOILETS - PORTABLE"
"B&D TOWING","TOWING - AUTOMOTIVE"
"GOLDEN EMPIRE TOWING","TOWING - AUTOMOTIVE"
"Sierra Mountain Towing","TOWING - AUTOMOTIVE"
"Kernville Garage   9890 Sierra Wy, Krnvl","TOWING - AUTOMOTIVE"
"SOUTH FORK TRANSMISSION","TRANSMISSIONS"
"THOMAS REFUSE SERVICE INC","TRASH COLLECTION"
"All About Travel   1037 Burlando Rd, Krnvl","TRAVEL AGENCIES & BUREAUS"
"AHOY TRAVEL CO","TRAVEL AGENCIES & BUREAUS"
"HIGH SIERRA CRANE","TREE SERVICE & REMOVAL"
"KYT AND FAMILY SERVICES   Lic.# 610710","TREE SERVICE & REMOVAL"
"KEN LACKEY’S CARPET CLEANING","UPHOLSTERY CLEANING"
"Robert’s Carpet Repair Cleaning","UPHOLSTERY CLEANING"
"BETTY B’S JUSTIN TYME","vacation rental"
"INCOME PROPERTY MANAGEMENT","vacation rental"
"KERNVILLE ANIMAL HOSPITAL","VETERINARIANS"
"Kern Veterinary Hospital","Kern Valley Veterinary Clinic   Southlake"
"Lange, Detlev DVM   Southlake","Kern Valley Veterinary Clinic   Southlake"
"RAY’S PAINTING & DECORATING..........","wall covering"
"MIKE SZEPFALVI AND SON PAINTING","wall covering"
"California Water Service Co.","WATER COMPANIES - UTILITY"
"Erskine Creek Water Co   2095 Edith Av, Lk Isbl","WATER COMPANIES - UTILITY"
"Lake Isabella Community Services District","WATER COMPANIES - UTILITY"
"GENERAL PLUMBING  Lic.# 896692","WATER HEATERS"
"Half Price Plumbing  Lic.# 958534","WATER HEATERS"
"KERN VALLEY PLUMBING   Lic.# 300448","WATER HEATERS"
"ROBERT?CONE PLUMBING   Lic.# 849062","WATER HEATERS"
"GRO-TECH LANDSCAPING  Lic.# 775052","Weed Control Service"
"Kern Valley Asphalt Service","Weed Control Service"
"KERN VALLEY HOME IMPROVEMENTS","Weed Control Service"
"OXLEY PEST CONTROL, INC   Lic.# PR3853","Weed Control Service"
"VALLEY FITNESS","WEIGHT LOSS"
"ISABELLA FLOORING   Lic.# 793968","WINDOW COVERING"
"JENNY’S WINDOW FASHIONS   Lic.# 919196","WINDOW COVERING"
"WIMMER’S FLOOR COVERING","WINDOW COVERING"
